"11";"201";01/01/1800;31/12/9999;"";"";"";"";01/01/1800;01/01/1800;"";01/01/1800;0;no;no;1955;0;0;0;0;0;"";"           3233  3  333";2;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;?;?;0;0;0;0;"";"";no;no;"";"";no;no;0;0;0;0;0;0;?;?;"super";11/04/19;"153555";0;0;1;1;1;"";"";0;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"01";1;no;1;no;1;"";1;5;no;"";?;01/01/19;1;2;yes;no;"";1;1;"";0;0;no;no;"";no;"";no;no;10/04/19;10/07/19;4;1;01/07/20;1;1;"";?;no
"11";"202";01/01/1800;31/12/9999;"";"";"";"";01/01/1800;01/01/1800;"";01/01/1800;0;no;no;0;0;0;0;0;0;"";"";1;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;?;?;0;0;0;0;"";"";no;no;"";"";no;no;0;0;0;0;0;0;?;?;"super";08/02/19;"165445";0;0;1;1;1;"";"";0;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"";1;no;1;no;1;"";1;1;no;"";?;?;1;1;no;no;"";1;1;"";0;0;no;no;"";no;"";no;no;?;?;1;1;?;1;1;"";?;no
"12";"202";01/01/1800;31/12/9999;"";"";"";"";01/01/1800;01/01/1800;"";01/01/1800;0;no;no;1955;0;0;0;0;0;"";"           3233  3  332";2;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;?;?;0;0;0;0;"";"";no;no;"";"";no;no;0;0;0;0;0;0;?;?;"super";11/04/19;"173007";0;0;1;1;1;"";"";0;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"01";1;no;1;no;1;"";1;5;no;"";?;01/01/19;1;2;yes;no;"";1;1;"";0;0;no;no;"";no;"";no;no;10/04/19;10/07/19;4;1;01/07/20;1;1;"";?;no
"13";"201";01/01/1800;31/12/9999;"";"";"";"";01/01/1800;01/01/1800;"";01/01/1800;0;no;no;0;0;0;0;0;0;"";"                                                  3";2;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;?;?;1;0;0;0;"";"";no;no;"";"";no;no;0;0;0;0;0;0;?;?;"toliveira";10/07/23;"195620";0;0;1;1;1;"";"";0;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"";1;no;1;no;1;"";1;1;no;"";?;?;1;1;yes;no;"";1;1;"";0;0;no;no;"";no;"";no;no;?;?;1;1;?;1;1;"";?;no
"13";"203";01/01/1800;31/12/9999;"";"";"";"";01/01/1800;01/01/1800;"";01/01/1800;0;no;no;1557;0;0;0;0;0;"";"3       3  33333 3333333             3 3          3       3      3  33   3             3 3";2;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;?;?;1;0;0;0;"";"";no;no;"";"";no;no;0;0;1;0;0;0;?;?;"toliveira";10/07/23;"195730";0;0;1;1;1;"";"";0;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"07";1;no;1;no;1;"";1;7;no;"";?;01/01/19;1;2;yes;no;"";1;1;"";0;0;no;no;"";no;"";no;no;01/01/19;01/01/19;5;1;10/01/22;2;1;"";?;no
"13";"204";01/01/1800;31/12/9999;"";"";"";"";01/01/1800;01/01/1800;"";01/01/1800;0;no;no;0;0;0;0;0;0;"";"                                                  3       3      3  33   3             3 3";2;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;?;?;1;0;0;0;"";"";no;no;"";"";no;no;0;0;0;0;0;0;?;?;"val";18/02/20;"081738";0;0;1;1;1;"";"";0;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"";1;no;1;no;1;"";1;1;no;"";?;?;1;1;yes;no;"";1;1;"";0;0;no;no;"";no;"";no;no;?;?;1;1;?;1;1;"";?;no
"13";"205";01/01/1800;31/12/9999;"";"";"";"";01/01/1800;01/01/1800;"";01/01/1800;0;no;no;0;0;0;0;0;0;"";"                                                  3       3      3  33   3             3 3";2;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;?;?;1;0;0;0;"";"";no;no;"";"";no;no;0;0;0;0;0;0;?;?;"gcardoso";14/12/20;"142000";0;0;1;1;1;"";"";0;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"";1;no;1;no;1;"";1;1;no;"";?;?;1;1;yes;no;"";1;1;"";0;0;no;no;"";no;"";no;no;?;?;1;1;?;1;1;"";?;no
"13";"206";01/01/1800;31/12/9999;"";"";"";"";01/01/1800;01/01/1800;"";01/01/1800;0;no;no;0;0;0;0;0;0;"";"                                                  3";2;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;?;?;1;0;0;0;"";"";no;no;"";"";no;no;0;0;0;0;0;0;?;?;"toliveira";10/07/23;"195718";0;0;1;1;1;"";"";0;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"";1;no;1;no;1;"";1;1;no;"";?;?;1;1;yes;no;"";1;1;"";0;0;no;no;"";no;"";no;no;?;?;1;1;?;1;1;"";?;no
"13";"210";01/01/1800;31/12/9999;"";"";"";"";01/01/1800;01/01/1800;"";01/01/1800;0;no;no;0;0;0;0;0;0;"";"                                                  3";2;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;?;?;1;0;0;0;"";"";no;no;"";"";no;no;0;0;1;0;0;0;?;?;"toliveira";10/07/23;"195726";0;0;1;1;1;"";"";0;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"";1;no;1;no;1;"";1;1;no;"";?;?;1;1;yes;no;"";1;1;"";0;0;no;no;"";no;"";no;no;?;?;1;1;?;1;1;"";?;no
"13";"211";01/01/1800;31/12/9999;"";"";"";"";01/01/1800;01/01/1800;"";01/01/1800;0;no;no;0;0;0;0;0;0;"";"                                                  3";2;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;?;?;1;0;0;0;"";"";no;no;"";"";no;no;0;0;1;0;0;0;?;?;"toliveira";10/07/23;"195727";0;0;1;1;1;"";"";0;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"";1;no;1;no;1;"";1;1;no;"";?;?;1;1;yes;no;"";1;1;"";0;0;no;no;"";no;"";no;no;?;?;1;1;?;1;1;"";?;no
"13";"212";01/01/1800;31/12/9999;"";"";"";"";01/01/1800;01/01/1800;"";01/01/1800;0;no;no;0;0;0;0;0;0;"";"                                                  3";2;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;?;?;1;0;0;0;"";"";no;no;"";"";no;no;0;0;1;0;0;0;?;?;"toliveira";10/07/23;"195730";0;0;1;1;1;"";"";0;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"";1;no;1;no;1;"";1;1;no;"";?;?;1;1;yes;no;"";1;1;"";0;0;no;no;"";no;"";no;no;?;?;1;1;?;1;1;"";?;no
"13";"214";01/01/1800;31/12/9999;"";"";"";"";01/01/1800;01/01/1800;"";01/01/1800;0;no;no;0;0;0;0;0;0;"";"                                                  3";1;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;01/01/1800;?;?;1;0;0;0;"";"";no;no;"";"";no;no;0;0;0;0;0;0;?;?;"toliveira";10/07/23;"195730";0;0;1;1;1;"";"";0;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"";1;no;1;no;1;"";1;1;no;"";?;?;1;1;yes;no;"";1;1;"";1;0;no;no;"";no;"";no;no;?;?;1;1;?;1;1;"";?;no
